time_slots,ASSEofficiel,OL,ClermontFoot,MontpellierHSC,OM_Officiel,ogcnice,AS_Monaco,estac_officiel,girondins,psg_inside,StadeDeReims,FCMetz,RCSA,AngersSCO,FCNantes,staderennais,RCLens,losclive,FCLorient,SB29
2022-02-07T14:00:00.000Z,133,162,45,77,177,22,70,10,221,602,77,5,119,0,12,44,28,86,3,9
2022-02-07T15:00:00.000Z,140,442,40,87,150,44,56,6,143,553,91,36,123,1,11,31,15,62,11,14
2022-02-07T16:00:00.000Z,79,217,17,45,162,24,71,10,135,458,40,24,64,5,18,184,15,49,6,10
2022-02-07T17:00:00.000Z,58,152,19,23,185,12,88,7,111,691,32,10,36,1,20,134,13,95,18,12
2022-02-07T18:00:00.000Z,105,95,14,40,141,21,107,10,84,347,45,11,44,0,17,74,10,81,2,4
2022-02-07T19:00:00.000Z,84,153,9,33,118,26,87,22,70,1384,25,8,38,1,14,63,14,77,0,7
2022-02-07T20:00:00.000Z,57,57,16,13,149,17,74,9,55,940,21,4,16,0,11,47,8,47,1,7
2022-02-07T21:00:00.000Z,49,72,14,22,116,26,34,1,41,693,17,13,43,0,8,57,5,35,9,3
2022-02-07T22:00:00.000Z,25,41,9,15,110,14,22,4,138,429,3,9,8,1,2,28,4,21,4,1
2022-02-07T23:00:00.000Z,12,12,10,10,63,4,21,3,40,232,5,2,9,0,2,17,7,17,2,2
2022-02-08T00:00:00.000Z,9,22,3,12,44,0,15,0,9,130,4,3,9,0,0,7,2,11,0,3
2022-02-08T01:00:00.000Z,19,5,1,7,46,2,11,0,5,88,5,2,5,0,1,4,3,4,0,2
2022-02-08T02:00:00.000Z,4,8,3,4,17,1,6,1,11,70,3,1,3,0,0,6,3,6,0,1
2022-02-08T03:00:00.000Z,2,2,0,2,13,4,10,1,8,77,1,1,1,0,2,5,2,2,0,0
2022-02-08T04:00:00.000Z,8,5,1,7,14,0,2,0,9,48,8,0,7,0,0,5,2,1,0,1
2022-02-08T05:00:00.000Z,6,9,2,3,30,4,9,1,21,69,5,3,6,1,0,2,1,2,0,0
2022-02-08T06:00:00.000Z,14,23,4,6,17,3,9,2,57,116,3,3,6,0,1,10,7,6,0,1
2022-02-08T07:00:00.000Z,20,40,4,7,131,5,24,2,61,129,6,4,9,0,1,18,5,15,2,5
2022-02-08T08:00:00.000Z,15,74,0,5,121,3,19,1,44,149,14,39,7,1,1,19,7,21,5,2
2022-02-08T09:00:00.000Z,84,34,11,3,90,24,37,2,38,157,4,27,8,0,1,33,18,33,3,1
2022-02-08T10:00:00.000Z,34,32,9,11,73,9,30,16,31,136,11,19,12,1,2,23,12,45,1,22
2022-02-08T11:00:00.000Z,53,54,11,13,131,69,32,17,94,117,15,8,369,2,7,15,64,37,0,12
2022-02-08T12:00:00.000Z,57,76,5,8,118,38,29,12,79,116,11,24,270,4,4,12,72,36,3,11
2022-02-08T13:00:00.000Z,69,30,10,7,88,22,26,3,82,309,12,24,133,0,9,13,72,88,9,106
2022-02-08T14:00:00.000Z,49,45,12,23,123,28,17,6,54,327,15,21,90,0,7,26,34,51,0,34
2022-02-08T15:00:00.000Z,40,27,10,7,108,52,20,13,29,210,7,25,60,2,0,28,14,50,3,52
2022-02-08T16:00:00.000Z,43,64,8,36,128,109,41,6,417,142,12,15,85,2,6,23,46,32,1,32
2022-02-08T17:00:00.000Z,59,32,14,33,138,81,30,2,659,137,23,44,93,4,11,19,23,20,6,34
2022-02-08T18:00:00.000Z,20,29,5,5,684,151,53,5,126,128,15,46,63,4,7,15,27,33,4,37
2022-02-08T19:00:00.000Z,35,32,8,17,244,60,235,6,72,134,13,37,66,3,7,10,20,27,1,21
2022-02-08T20:00:00.000Z,28,35,12,3,149,46,349,8,35,103,5,14,40,6,13,11,12,14,9,12
2022-02-08T21:00:00.000Z,33,41,14,10,247,43,388,4,34,93,14,17,57,0,7,18,5,17,7,10
2022-02-08T22:00:00.000Z,28,42,6,14,548,34,182,3,51,81,16,20,32,1,3,9,8,8,4,13
2022-02-08T23:00:00.000Z,12,15,2,1,194,13,73,1,27,66,3,7,14,0,3,5,3,9,0,3
2022-02-09T00:00:00.000Z,8,13,0,3,103,57,54,1,4,48,0,6,11,2,0,6,1,14,0,3
2022-02-09T01:00:00.000Z,6,3,0,3,41,12,19,0,5,23,4,3,8,2,1,1,0,3,0,7
2022-02-09T02:00:00.000Z,8,5,0,4,25,7,7,0,0,20,3,0,5,0,0,0,0,8,0,6
2022-02-09T03:00:00.000Z,2,5,0,0,27,5,45,0,2,16,0,1,4,1,0,1,0,2,0,3
2022-02-09T04:00:00.000Z,5,9,0,1,37,16,19,0,8,16,1,0,5,0,1,0,1,5,0,2
2022-02-09T05:00:00.000Z,3,6,0,0,59,17,21,0,16,34,0,4,8,2,1,1,0,3,0,5
2022-02-09T06:00:00.000Z,12,10,0,3,94,34,26,0,12,37,3,6,9,1,5,1,4,1,0,5
2022-02-09T07:00:00.000Z,10,21,0,9,356,73,48,0,13,48,4,11,12,2,2,5,3,4,2,6
2022-02-09T08:00:00.000Z,13,15,0,5,252,105,68,2,70,50,9,19,16,4,3,3,9,6,5,9
2022-02-09T09:00:00.000Z,19,27,3,8,215,97,45,2,54,149,12,70,26,7,8,47,27,8,6,21
2022-02-09T10:00:00.000Z,18,22,2,5,250,88,61,2,59,180,5,60,24,2,8,14,17,6,11,31
2022-02-09T11:00:00.000Z,26,30,3,11,214,106,67,3,48,232,13,30,24,2,5,50,19,13,16,36
2022-02-09T12:00:00.000Z,34,41,11,25,446,91,81,1,79,254,22,73,44,4,12,21,30,194,5,15
2022-02-09T13:00:00.000Z,20,30,4,14,333,46,65,3,43,410,12,77,25,2,8,29,8,66,2,14
2022-02-09T14:00:00.000Z,10,89,2,10,289,36,78,0,35,247,15,33,17,1,8,22,9,35,4,11
2022-02-09T15:00:00.000Z,22,70,12,4,299,81,178,12,25,162,11,41,34,0,6,25,17,22,13,17
2022-02-09T16:00:00.000Z,18,86,9,25,307,66,86,10,25,132,19,44,22,1,13,25,8,47,16,12
2022-02-09T17:00:00.000Z,104,349,7,108,272,53,78,25,23,556,87,55,118,3,12,26,3,29,10,13
2022-02-09T18:00:00.000Z,28,156,3,35,818,97,57,3,51,346,5,31,29,3,21,48,6,41,8,6
2022-02-09T19:00:00.000Z,19,69,13,20,1626,321,33,10,55,326,8,24,25,7,68,29,20,32,3,17
2022-02-09T20:00:00.000Z,21,185,3,17,1290,359,31,9,424,240,28,9,16,4,53,17,6,13,1,18
2022-02-09T21:00:00.000Z,8,125,14,7,3612,933,98,15,284,287,32,33,6,6,43,24,26,14,5,9
2022-02-09T22:00:00.000Z,24,91,14,14,3173,1314,157,1,69,214,15,25,13,2,86,15,20,22,2,15
2022-02-09T23:00:00.000Z,5,30,11,7,455,628,24,10,35,174,23,9,5,1,20,7,2,4,1,6
2022-02-10T00:00:00.000Z,1,31,4,2,265,268,8,0,20,84,0,3,3,2,5,1,3,3,1,3
2022-02-10T01:00:00.000Z,0,6,0,0,125,85,6,0,9,40,2,1,0,0,6,3,2,0,0,3
2022-02-10T02:00:00.000Z,0,5,0,2,54,32,1,0,9,33,1,0,2,0,2,2,0,2,0,0
2022-02-10T03:00:00.000Z,1,4,0,0,74,37,9,0,15,48,2,2,1,0,1,5,1,1,1,1
2022-02-10T04:00:00.000Z,1,3,1,0,55,20,1,1,8,20,0,0,3,0,5,1,5,1,0,1
2022-02-10T05:00:00.000Z,1,10,2,0,133,48,6,0,33,47,1,4,0,0,6,2,1,1,0,4
2022-02-10T06:00:00.000Z,4,14,6,4,214,151,13,4,47,54,6,8,4,0,14,3,8,6,0,7
2022-02-10T07:00:00.000Z,26,21,4,10,295,134,25,0,32,148,4,8,6,1,36,9,2,18,2,2
2022-02-10T08:00:00.000Z,45,53,2,4,306,193,23,5,52,919,5,6,7,2,27,9,11,15,1,5
2022-02-10T09:00:00.000Z,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0
2022-02-13T19:00:00.000Z,193,302,17,2,1090,11,31,17,291,417,7,715,30,19,43,10,246,21,3,107
2022-02-13T20:00:00.000Z,131,219,13,2,1452,35,22,10,326,253,12,237,28,2,32,3,102,18,8,87
2022-02-13T21:00:00.000Z,112,197,20,2,2664,42,29,8,191,214,11,492,24,7,31,2,89,3,5,73
2022-02-13T22:00:00.000Z,149,113,14,2,1177,17,21,8,134,180,1,199,25,7,12,4,18,8,7,40
2022-02-13T23:00:00.000Z,42,70,9,0,864,2,28,10,62,194,6,50,11,4,8,0,14,2,1,27
2022-02-14T00:00:00.000Z,15,47,1,2,319,1,6,0,22,89,2,25,8,0,2,3,6,1,3,18
2022-02-14T01:00:00.000Z,12,34,1,1,112,2,3,0,15,88,0,5,0,0,1,13,6,4,0,5
2022-02-14T02:00:00.000Z,7,20,0,1,52,0,3,0,14,31,0,6,1,0,0,0,6,1,1,8
2022-02-14T03:00:00.000Z,3,28,4,0,51,0,4,3,10,52,1,6,2,0,0,0,1,1,0,10
2022-02-14T04:00:00.000Z,2,24,0,0,56,2,6,3,10,38,0,3,3,0,0,0,6,0,0,67
2022-02-14T05:00:00.000Z,4,26,2,0,82,1,0,1,15,35,2,8,8,1,4,0,3,0,0,9
2022-02-14T06:00:00.000Z,16,18,0,1,153,3,6,2,30,172,5,17,4,2,4,2,14,2,1,10
2022-02-14T07:00:00.000Z,27,70,3,1,230,3,6,5,56,669,3,15,37,1,7,3,30,2,1,17
2022-02-14T08:00:00.000Z,29,72,5,3,196,2,17,10,60,457,7,18,20,0,19,14,23,16,1,22
2022-02-14T09:00:00.000Z,55,72,13,2,266,5,16,15,51,646,9,29,34,1,14,23,28,14,4,23
2022-02-14T10:00:00.000Z,85,183,9,5,214,28,50,4,99,500,18,24,38,3,15,36,38,18,5,66
2022-02-14T11:00:00.000Z,92,306,6,1,380,13,31,14,72,1570,42,33,41,2,20,37,39,22,5,57
2022-02-14T12:00:00.000Z,106,213,11,5,305,23,16,2,66,898,23,21,25,1,24,18,25,7,16,47
2022-02-14T13:00:00.000Z,44,154,14,13,195,2,21,1,42,664,13,20,23,0,34,32,211,3,2,33
2022-02-14T14:00:00.000Z,45,158,9,2,286,6,28,4,62,616,11,6,24,0,10,25,79,31,11,34
2022-02-14T15:00:00.000Z,76,82,2,3,233,7,16,3,115,471,17,9,32,173,9,69,39,27,8,24
2022-02-14T16:00:00.000Z,107,86,18,6,203,6,21,15,66,415,13,13,27,77,5,34,43,31,5,108
2022-02-14T17:00:00.000Z,88,81,3,8,358,6,19,7,50,487,15,3,44,65,13,21,40,33,7,26
2022-02-14T18:00:00.000Z,69,84,14,12,230,10,25,8,104,597,21,12,31,40,6,24,27,18,2,38
2022-02-14T19:00:00.000Z,60,82,7,7,230,11,33,10,67,6676,21,15,27,19,12,22,39,21,0,10
2022-02-14T20:00:00.000Z,32,68,9,10,250,15,21,1,96,925,29,5,30,19,14,22,60,17,0,12
2022-02-14T21:00:00.000Z,36,75,3,11,203,5,29,2,67,362,15,17,24,6,7,32,27,19,1,14
2022-02-14T22:00:00.000Z,31,55,3,1,172,2,9,1,46,166,8,7,13,5,5,22,37,12,3,7
2022-02-14T23:00:00.000Z,9,53,11,2,177,6,12,2,49,226,8,1,13,5,4,16,5,11,1,12
2022-02-15T00:00:00.000Z,6,28,0,1,110,0,22,0,9,255,11,2,2,3,4,2,2,11,1,3
2022-02-15T01:00:00.000Z,5,9,2,0,62,2,9,1,10,78,8,0,4,3,3,4,4,2,4,2
2022-02-15T02:00:00.000Z,4,3,3,0,52,2,0,0,4,74,2,0,3,0,0,4,2,3,0,2
2022-02-15T03:00:00.000Z,3,9,0,0,26,0,20,0,5,69,2,0,0,0,0,0,1,2,0,3
2022-02-15T04:00:00.000Z,1,24,0,0,32,0,11,0,5,114,11,1,1,0,1,2,2,1,0,9
2022-02-15T05:00:00.000Z,4,24,1,4,25,1,12,0,10,93,14,0,1,0,0,2,3,5,1,7
2022-02-15T06:00:00.000Z,14,23,6,2,41,7,8,2,27,114,14,1,4,2,1,7,32,8,3,4
2022-02-15T07:00:00.000Z,10,63,2,4,131,5,13,1,35,134,20,1,3,6,4,5,25,6,2,8
2022-02-15T08:00:00.000Z,26,235,17,1,136,27,12,1,50,1494,21,8,21,5,2,46,45,31,6,13
2022-02-15T09:00:00.000Z,34,152,24,4,151,40,44,4,58,1112,55,45,25,12,2,38,41,29,5,15
2022-02-15T10:00:00.000Z,64,137,27,2,141,42,23,9,63,1864,40,20,30,8,4,39,12,33,5,34
2022-02-15T11:00:00.000Z,66,123,30,4,233,66,16,11,91,1024,32,26,33,13,2,42,27,48,5,13
2022-02-15T12:00:00.000Z,56,72,26,4,146,33,22,11,73,1056,33,15,33,2,7,45,26,32,6,20
2022-02-15T13:00:00.000Z,32,45,13,3,109,30,33,10,69,835,21,5,21,6,20,22,29,65,1,10
2022-02-15T14:00:00.000Z,16,70,4,0,81,20,76,4,58,737,4,6,11,3,39,12,17,61,4,39
2022-02-15T15:00:00.000Z,40,56,4,2,86,22,37,3,43,1160,5,8,9,6,43,8,16,38,3,23
2022-02-15T16:00:00.000Z,24,75,5,9,182,257,31,3,94,1200,11,4,13,7,29,14,18,28,4,25
2022-02-15T17:00:00.000Z,13,45,6,4,142,179,23,3,55,1863,10,12,24,5,141,33,28,38,6,56
2022-02-15T18:00:00.000Z,21,59,5,1,187,94,13,0,36,3353,8,21,17,2,68,8,8,116,3,19
2022-02-15T19:00:00.000Z,18,54,1,1,147,56,20,1,42,3721,3,12,17,1,38,9,13,189,2,18
2022-02-15T20:00:00.000Z,7,34,2,1,73,24,17,2,32,2641,4,8,3,1,27,8,22,92,2,17
2022-02-15T21:00:00.000Z,4,23,1,1,93,23,13,2,30,7231,1,5,6,2,24,11,8,57,2,5
2022-02-15T22:00:00.000Z,8,33,0,0,101,21,22,2,26,16494,2,3,5,1,17,11,9,42,2,5
2022-02-15T23:00:00.000Z,3,42,0,1,54,18,22,0,8,3403,0,2,2,0,12,13,8,28,0,3
2022-02-16T00:00:00.000Z,5,27,1,1,27,8,6,1,1,2756,0,2,2,0,1,3,5,10,0,4
2022-02-16T01:00:00.000Z,2,13,0,1,29,2,5,0,3,1173,0,0,2,0,0,2,0,6,0,3
2022-02-16T02:00:00.000Z,0,3,0,0,14,3,2,0,5,588,0,0,0,0,1,1,1,5,0,0
2022-02-16T03:00:00.000Z,1,5,1,0,7,3,3,0,1,406,0,0,1,0,0,0,2,6,0,0
2022-02-16T04:00:00.000Z,0,1,0,0,6,3,1,0,2,386,0,0,0,0,1,1,1,2,0,1
2022-02-16T05:00:00.000Z,1,7,1,0,15,1,15,0,5,526,0,0,7,0,5,1,0,2,0,0
2022-02-16T06:00:00.000Z,2,16,0,0,33,5,19,1,19,899,2,0,7,0,10,3,11,1,1,0
2022-02-16T07:00:00.000Z,7,19,0,1,41,10,26,1,14,812,2,5,2,6,6,1,7,5,1,2
2022-02-16T08:00:00.000Z,4,157,0,12,126,13,22,6,12,1948,3,2,0,1,14,5,5,10,0,6
2022-02-16T09:00:00.000Z,11,96,0,35,128,52,34,3,15,1476,6,3,4,0,13,3,27,17,30,1
2022-02-16T10:00:00.000Z,8,51,0,14,176,18,41,8,14,1530,3,13,3,1,8,6,19,16,17,7
2022-02-16T11:00:00.000Z,17,96,2,30,131,24,48,0,79,1318,1,21,59,0,8,13,14,13,22,6
2022-02-16T12:00:00.000Z,6,96,1,16,125,30,35,6,94,1421,16,5,3,1,5,12,15,14,3,5
2022-02-16T13:00:00.000Z,15,71,11,13,94,20,56,9,52,1117,10,16,4,1,10,9,20,16,4,5
2022-02-16T14:00:00.000Z,24,54,5,21,165,39,59,6,36,1431,8,11,17,0,14,16,15,22,3,5
2022-02-16T15:00:00.000Z,21,39,2,16,119,43,97,5,33,1085,6,5,16,0,12,6,38,25,4,2
2022-02-16T16:00:00.000Z,44,76,3,17,143,31,70,100,32,864,6,9,8,0,9,7,13,15,19,1
2022-02-16T17:00:00.000Z,16,70,1,6,111,38,76,31,135,814,19,12,7,6,19,14,7,20,14,7
2022-02-16T18:00:00.000Z,24,128,1,7,446,40,51,17,101,1018,6,20,10,1,11,19,5,19,10,7
2022-02-16T19:00:00.000Z,118,62,4,7,160,39,34,114,86,1295,17,14,30,2,36,11,4,24,5,7
2022-02-16T20:00:00.000Z,44,62,0,7,104,25,31,49,59,649,13,13,26,3,21,9,7,21,2,39
2022-02-16T21:00:00.000Z,39,62,1,2,117,12,24,13,34,462,2,18,31,0,47,18,15,31,3,4
2022-02-16T22:00:00.000Z,18,38,0,7,123,14,20,14,26,429,10,10,13,0,9,2,1,8,7,1
2022-02-16T23:00:00.000Z,6,18,0,0,81,9,3,8,6,293,0,3,16,0,5,1,4,0,3,1
2022-02-17T00:00:00.000Z,2,33,1,1,24,3,12,4,7,193,1,2,0,0,4,3,0,0,1,0
2022-02-17T01:00:00.000Z,3,11,0,1,22,4,4,0,7,180,3,0,3,0,2,2,2,0,0,1
2022-02-17T02:00:00.000Z,0,8,0,0,10,2,3,0,6,88,0,2,0,0,0,1,0,1,0,0
2022-02-17T03:00:00.000Z,0,4,0,0,16,0,1,0,4,108,0,5,1,0,1,0,0,2,0,2
2022-02-17T04:00:00.000Z,2,4,0,0,18,1,1,1,4,104,0,5,0,0,0,2,0,1,0,0
2022-02-17T05:00:00.000Z,2,5,0,0,22,5,4,0,12,101,1,1,5,0,0,1,0,0,0,0
2022-02-17T06:00:00.000Z,5,14,0,0,40,24,6,4,17,114,4,12,3,0,6,2,0,8,1,1
2022-02-17T07:00:00.000Z,6,10,1,1,199,15,6,10,12,114,2,3,4,3,4,3,4,8,2,1
2022-02-17T08:00:00.000Z,22,31,2,5,129,18,6,13,20,126,2,2,4,0,14,2,5,16,1,4
2022-02-17T09:00:00.000Z,25,57,0,4,114,48,10,12,16,383,5,3,17,0,10,4,8,17,9,4
2022-02-17T10:00:00.000Z,44,47,0,3,211,73,24,10,20,659,8,5,13,0,13,6,26,41,1,6
2022-02-17T11:00:00.000Z,45,59,1,10,295,45,39,7,40,770,31,4,6,9,22,12,14,59,5,7
2022-02-17T12:00:00.000Z,70,162,0,1,166,41,27,4,35,395,10,8,15,1,12,23,19,50,4,2
2022-02-17T13:00:00.000Z,28,93,0,2,129,32,25,9,267,339,3,7,6,1,14,3,5,42,1,1
2022-02-17T14:00:00.000Z,33,75,0,3,138,28,22,9,237,329,3,1,7,15,11,2,11,55,6,4
2022-02-17T15:00:00.000Z,9,74,2,10,119,37,19,8,100,264,2,6,8,11,14,4,12,33,2,40
2022-02-17T16:00:00.000Z,13,69,1,3,139,82,22,8,204,688,1,8,9,79,17,48,447,26,1,10
2022-02-17T17:00:00.000Z,101,49,8,6,133,94,23,4,99,523,2,4,10,46,32,67,187,48,2,14
2022-02-17T18:00:00.000Z,36,38,11,7,702,38,89,7,65,334,8,23,5,27,36,37,78,215,2,5
2022-02-17T19:00:00.000Z,27,137,1,3,669,44,37,8,132,214,7,18,4,12,38,24,28,106,4,12
2022-02-17T20:00:00.000Z,69,193,9,4,1841,31,24,3,31,145,6,21,4,13,38,25,34,90,2,8
2022-02-17T21:00:00.000Z,24,91,0,2,1596,34,30,2,34,176,0,16,3,27,12,8,27,44,2,10
2022-02-17T22:00:00.000Z,8,59,6,2,795,13,19,1,15,124,1,1,0,8,13,14,10,16,3,3
2022-02-17T23:00:00.000Z,5,42,5,1,481,8,7,1,13,133,1,1,1,10,10,3,5,8,1,6
2022-02-18T00:00:00.000Z,1,20,2,0,193,6,8,0,7,73,3,4,2,7,7,1,6,5,0,0
2022-02-18T01:00:00.000Z,2,9,0,1,106,1,2,0,1,69,0,0,1,2,1,2,4,1,0,0
2022-02-18T02:00:00.000Z,3,4,0,0,73,0,3,0,3,64,0,1,0,0,0,0,3,7,0,0
2022-02-18T03:00:00.000Z,0,5,0,0,39,2,0,0,3,50,0,2,0,2,3,1,3,2,0,0
2022-02-18T04:00:00.000Z,0,5,0,1,34,0,1,0,9,21,0,4,0,0,0,1,3,6,0,0
2022-02-18T05:00:00.000Z,1,11,0,1,85,5,3,0,8,44,0,5,2,0,4,1,7,4,1,0
2022-02-18T06:00:00.000Z,10,13,0,0,156,1,1,0,15,53,1,1,5,0,8,2,7,9,0,0
2022-02-18T07:00:00.000Z,2,43,3,9,298,6,3,1,22,66,5,3,3,8,9,4,12,39,1,3
2022-02-18T08:00:00.000Z,10,66,3,15,239,6,13,2,100,123,1,15,4,2,26,12,12,26,5,16
2022-02-18T09:00:00.000Z,18,137,0,48,215,14,26,0,111,183,3,23,5,0,21,9,39,74,1,11
2022-02-18T10:00:00.000Z,39,65,7,50,236,12,15,3,139,356,0,16,27,4,14,13,24,48,16,4
2022-02-18T11:00:00.000Z,54,72,9,10,374,25,18,0,127,673,5,26,19,44,22,22,27,21,16,68
2022-02-18T12:00:00.000Z,17,77,11,26,399,17,20,3,179,518,1,19,19,11,18,19,25,23,31,35
2022-02-18T13:00:00.000Z,6,76,8,29,205,11,33,24,80,272,11,9,13,8,19,18,23,30,23,28
2022-02-18T14:00:00.000Z,16,106,9,19,144,19,15,16,44,721,2,12,23,23,36,10,53,43,12,36
2022-02-18T15:00:00.000Z,24,54,5,16,118,7,31,9,119,455,0,17,14,26,43,24,38,50,16,34
2022-02-18T16:00:00.000Z,32,57,8,14,383,26,17,4,99,438,2,20,14,11,27,57,13,54,7,16
2022-02-18T17:00:00.000Z,15,52,4,12,284,7,42,4,55,415,2,77,43,6,32,40,38,87,20,14
2022-02-18T18:00:00.000Z,14,180,1,14,188,10,22,6,65,392,6,48,14,4,28,26,34,235,14,14
2022-02-18T19:00:00.000Z,24,132,16,17,171,15,67,13,67,358,14,133,23,10,44,25,57,245,16,15
2022-02-18T20:00:00.000Z,27,76,16,3,176,14,120,6,64,252,8,169,27,3,18,18,17,356,13,27
2022-02-18T21:00:00.000Z,26,40,2,11,129,9,86,3,54,259,8,292,22,16,23,18,7,651,9,13
2022-02-18T22:00:00.000Z,1,41,6,1,135,5,44,3,61,176,6,374,7,4,7,9,12,580,2,21
2022-02-18T23:00:00.000Z,17,34,2,1,87,6,21,5,18,153,5,123,11,2,16,9,6,232,1,6
2022-02-19T00:00:00.000Z,2,10,1,3,62,1,17,1,11,81,3,33,4,0,5,1,7,40,0,2
2022-02-19T01:00:00.000Z,0,11,0,1,24,1,14,1,5,49,0,15,1,0,0,10,1,21,1,76
2022-02-19T02:00:00.000Z,0,8,0,0,21,0,6,0,2,50,0,6,0,0,2,0,0,7,0,26
2022-02-19T03:00:00.000Z,3,7,0,0,18,0,8,1,2,72,0,4,2,0,2,2,3,5,0,1
2022-02-19T04:00:00.000Z,0,3,0,2,11,0,7,0,4,36,0,5,2,0,4,2,2,5,0,2
2022-02-19T05:00:00.000Z,0,3,0,0,21,0,3,0,2,50,1,12,1,0,8,1,4,8,0,2
2022-02-19T06:00:00.000Z,2,26,1,0,17,4,8,0,9,65,1,15,7,5,5,1,13,19,0,3
2022-02-19T07:00:00.000Z,13,59,1,8,42,1,8,3,19,78,3,34,13,1,12,4,29,38,2,6
2022-02-19T08:00:00.000Z,19,80,7,4,103,9,23,5,80,281,7,36,20,2,171,5,51,51,4,17
2022-02-19T09:00:00.000Z,26,157,5,7,77,29,21,4,45,243,4,25,18,0,113,22,143,87,2,11
2022-02-19T10:00:00.000Z,32,150,4,4,101,17,26,8,51,476,1,60,18,1,139,4,123,82,2,11
2022-02-19T11:00:00.000Z,32,121,4,4,197,12,31,4,66,456,6,83,13,5,87,6,81,102,2,7
